MsgID.GLOBAL_HOME,1523519221.2526093,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1523519221.2536204,-122.3982927,37.7963903,0.2330000
MsgID.LOCAL_VELOCITY,1523519221.2536204,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2548969,434.4352722,-74.6083679,-0.2340510
MsgID.LOCAL_VELOCITY,1523519221.2548969,0.0000026,0.0000598,0.0000300
MsgID.GLOBAL_POSITION,1523519221.2562900,-122.3982935,37.7963895,0.2340000
MsgID.LOCAL_VELOCITY,1523519221.2562900,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2576427,434.3399658,-74.6918259,-0.2344918
MsgID.LOCAL_VELOCITY,1523519221.2576427,0.0000025,0.0000497,0.0000170
MsgID.GLOBAL_POSITION,1523519221.2589605,-122.3982937,37.7963880,0.2260000
MsgID.LOCAL_VELOCITY,1523519221.2589605,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2596076,434.1636353,-74.6916580,-0.2252370
MsgID.LOCAL_VELOCITY,1523519221.2596076,-0.0000032,0.0000482,0.0000119
MsgID.STATE,1523519221.2611513,True,True
MsgID.GLOBAL_POSITION,1523519221.2621155,-122.3982912,37.7963877,0.2020000
MsgID.LOCAL_VELOCITY,1523519221.2621155,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2633986,434.1411438,-74.4901962,-0.2008835
MsgID.LOCAL_VELOCITY,1523519221.2633986,0.0000144,0.0000666,0.0000197
MsgID.GLOBAL_HOME,1523519221.2648885,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1523519221.2658522,-122.3982939,37.7963886,0.1720000
MsgID.LOCAL_VELOCITY,1523519221.2658522,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2669973,434.2576599,-74.7329483,-0.1709158
MsgID.LOCAL_VELOCITY,1523519221.2669973,0.0000068,0.0000565,0.0000194
MsgID.GLOBAL_POSITION,1523519221.2683046,-122.3982948,37.7963899,0.1440000
MsgID.LOCAL_VELOCITY,1523519221.2683046,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2696569,434.3883667,-74.7954254,-0.1424798
MsgID.LOCAL_VELOCITY,1523519221.2696569,-0.0000027,0.0000450,0.0000047
MsgID.GLOBAL_POSITION,1523519221.2707732,-122.3982936,37.7963893,0.1180000
MsgID.LOCAL_VELOCITY,1523519221.2707732,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2714772,434.3200989,-74.6889114,-0.1170506
MsgID.LOCAL_VELOCITY,1523519221.2714772,0.0000021,0.0000501,0.0000139
MsgID.STATE,1523519221.2732124,True,True
MsgID.GLOBAL_POSITION,1523519221.2742224,-122.3982927,37.7963899,0.0980000
MsgID.LOCAL_VELOCITY,1523519221.2742224,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2755311,434.3955078,-74.6135330,-0.0977172
MsgID.LOCAL_VELOCITY,1523519221.2755311,0.0000067,0.0000573,0.0000169
MsgID.GLOBAL_HOME,1523519221.2774868,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1523519221.2781520,-122.3982941,37.7963902,0.0860000
MsgID.LOCAL_VELOCITY,1523519221.2781520,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2789221,434.4102783,-74.7507401,-0.0860718
MsgID.LOCAL_VELOCITY,1523519221.2789221,0.0000039,0.0000561,0.0000223
MsgID.GLOBAL_POSITION,1523519221.2796118,-122.3982936,37.7963889,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.2796118,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2804646,434.2692871,-74.6844788,-0.0828667
MsgID.LOCAL_VELOCITY,1523519221.2804646,0.0000082,0.0000589,-0.0000036
MsgID.GLOBAL_POSITION,1523519221.2814343,-122.3982917,37.7963891,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.2814343,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2822418,434.2973328,-74.5141983,-0.0824991
MsgID.LOCAL_VELOCITY,1523519221.2822418,0.0000006,0.0000505,0.0000164
MsgID.STATE,1523519221.2838075,True,True
MsgID.GLOBAL_POSITION,1523519221.2843804,-122.3982916,37.7963891,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.2843804,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1523519221.2858322,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1523519221.2864041,434.3019409,-74.5342331,-0.0824991
MsgID.LOCAL_VELOCITY,1523519221.2864041,0.0000031,0.0000547,0.0000165
MsgID.GLOBAL_POSITION,1523519221.2873757,-122.3982935,37.7963891,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.2873757,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2883687,434.2923889,-74.7021103,-0.0824991
MsgID.LOCAL_VELOCITY,1523519221.2883687,0.0000009,0.0000574,0.0000203
MsgID.GLOBAL_POSITION,1523519221.2891736,-122.3982937,37.7963889,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.2891736,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2898138,434.2818298,-74.6887283,-0.0824991
MsgID.LOCAL_VELOCITY,1523519221.2898138,0.0000077,0.0000567,0.0000138
MsgID.GLOBAL_POSITION,1523519221.2906399,-122.3982927,37.7963903,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.2906399,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2915034,434.4336853,-74.6172943,-0.0824856
MsgID.LOCAL_VELOCITY,1523519221.2915034,0.0000106,0.0000626,0.0000196
MsgID.STATE,1523519221.2931018,True,True
MsgID.GLOBAL_POSITION,1523519221.2937655,-122.3982928,37.7963892,0.0810000
MsgID.LOCAL_VELOCITY,1523519221.2937655,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1523519221.2945969,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1523519221.2950847,434.2910156,-74.6317749,-0.0818167
MsgID.LOCAL_VELOCITY,1523519221.2950847,-0.0000040,0.0000486,0.0000175
MsgID.GLOBAL_POSITION,1523519221.2957478,-122.3982934,37.7963887,0.0780000
MsgID.LOCAL_VELOCITY,1523519221.2957478,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2963383,434.2539978,-74.6832428,-0.0780073
MsgID.LOCAL_VELOCITY,1523519221.2963383,-0.0000057,0.0000531,0.0000281
MsgID.GLOBAL_POSITION,1523519221.2973087,-122.3982933,37.7963891,0.0710000
MsgID.LOCAL_VELOCITY,1523519221.2973087,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2979128,434.2955322,-74.6705627,-0.0712506
MsgID.LOCAL_VELOCITY,1523519221.2979128,0.0000044,0.0000548,0.0000142
MsgID.GLOBAL_POSITION,1523519221.2985542,-122.3982928,37.7963891,0.0600000
MsgID.LOCAL_VELOCITY,1523519221.2985542,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.2993340,434.3020020,-74.6211929,-0.0580086
MsgID.LOCAL_VELOCITY,1523519221.2993340,-0.0000066,0.0000439,0.0000169
MsgID.STATE,1523519221.3004322,True,True
MsgID.GLOBAL_POSITION,1523519221.3015780,-122.3982929,37.7963891,0.0410000
MsgID.LOCAL_VELOCITY,1523519221.3015780,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1523519221.3027165,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1523519221.3036520,434.3022461,-74.6402130,-0.0399220
MsgID.LOCAL_VELOCITY,1523519221.3036520,0.0000091,0.0000617,0.0000053
MsgID.GLOBAL_POSITION,1523519221.3050613,-122.3982942,37.7963891,0.0190000
MsgID.LOCAL_VELOCITY,1523519221.3050613,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3063602,434.3019409,-74.7510147,-0.0167991
MsgID.LOCAL_VELOCITY,1523519221.3063602,0.0000076,0.0000632,0.0000153
MsgID.GLOBAL_POSITION,1523519221.3076830,-122.3982921,37.7963891,-0.0100000
MsgID.LOCAL_VELOCITY,1523519221.3076830,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3084645,434.3019104,-74.5447769,0.0126314
MsgID.LOCAL_VELOCITY,1523519221.3084645,0.0000044,0.0000546,0.0000206
MsgID.GLOBAL_POSITION,1523519221.3093555,-122.3982912,37.7963886,-0.0370000
MsgID.LOCAL_VELOCITY,1523519221.3093555,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3102100,434.2339478,-74.4845200,0.0380314
MsgID.LOCAL_VELOCITY,1523519221.3102100,0.0000009,0.0000490,0.0000163
MsgID.STATE,1523519221.3112099,True,True
MsgID.GLOBAL_POSITION,1523519221.3120317,-122.3982909,37.7963878,-0.0620000
MsgID.LOCAL_VELOCITY,1523519221.3120317,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1523519221.3132298,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1523519221.3137963,434.1612244,-74.4480820,0.0650427
MsgID.LOCAL_VELOCITY,1523519221.3137963,-0.0000013,0.0000411,0.0000120
MsgID.GLOBAL_POSITION,1523519221.3144939,-122.3982908,37.7963889,-0.0840000
MsgID.LOCAL_VELOCITY,1523519221.3144939,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3155096,434.2833252,-74.4466095,0.0847405
MsgID.LOCAL_VELOCITY,1523519221.3155096,0.0000011,0.0000455,0.0000169
MsgID.GLOBAL_POSITION,1523519221.3163126,-122.3982918,37.7963891,-0.0980000
MsgID.LOCAL_VELOCITY,1523519221.3163126,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3172626,434.2962952,-74.5382462,0.0996688
MsgID.LOCAL_VELOCITY,1523519221.3172626,0.0000028,0.0000444,0.0000141
MsgID.GLOBAL_POSITION,1523519221.3179853,-122.3982920,37.7963896,-0.1040000
MsgID.LOCAL_VELOCITY,1523519221.3179853,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3185995,434.3583984,-74.5658264,0.1046671
MsgID.LOCAL_VELOCITY,1523519221.3185995,0.0000030,0.0000353,0.0000128
MsgID.STATE,1523519221.3201945,True,True
MsgID.GLOBAL_POSITION,1523519221.3210833,-122.3982940,37.7963901,-0.1010000
MsgID.LOCAL_VELOCITY,1523519221.3210833,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1523519221.3223419,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1523519221.3233356,434.4156189,-74.7315063,0.1015045
MsgID.LOCAL_VELOCITY,1523519221.3233356,-0.0000001,0.0000352,0.0000161
MsgID.GLOBAL_POSITION,1523519221.3246257,-122.3982932,37.7963908,-0.0900000
MsgID.LOCAL_VELOCITY,1523519221.3246257,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3257701,434.4851990,-74.6441040,0.0888941
MsgID.LOCAL_VELOCITY,1523519221.3257701,-0.0000071,0.0000365,0.0000122
MsgID.GLOBAL_POSITION,1523519221.3268986,-122.3982932,37.7963895,-0.0720000
MsgID.LOCAL_VELOCITY,1523519221.3268986,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3279300,434.3147888,-74.6797714,0.0711032
MsgID.LOCAL_VELOCITY,1523519221.3279300,-0.0003654,-0.0013113,0.0002776
MsgID.GLOBAL_POSITION,1523519221.3291316,-122.3982934,37.7963881,-0.0480000
MsgID.LOCAL_VELOCITY,1523519221.3291316,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3301814,434.1989441,-74.6594696,0.0466424
MsgID.LOCAL_VELOCITY,1523519221.3301814,0.0000008,0.0000516,0.0000165
MsgID.STATE,1523519221.3316751,True,True
MsgID.GLOBAL_POSITION,1523519221.3324378,-122.3982912,37.7963902,-0.0240000
MsgID.LOCAL_VELOCITY,1523519221.3324378,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1523519221.3337240,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1523519221.3347964,434.4246216,-74.4873810,0.0227885
MsgID.LOCAL_VELOCITY,1523519221.3347964,-0.0000049,0.0000450,0.0000031
MsgID.GLOBAL_POSITION,1523519221.3360066,-122.3982925,37.7963892,-0.0050000
MsgID.LOCAL_VELOCITY,1523519221.3360066,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3372061,434.2804260,-74.6078033,0.0039341
MsgID.LOCAL_VELOCITY,1523519221.3372061,-0.0000038,0.0000440,0.0000112
MsgID.GLOBAL_POSITION,1523519221.3385386,-122.3982927,37.7963876,0.0070000
MsgID.LOCAL_VELOCITY,1523519221.3385386,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3398261,434.1242065,-74.6174545,-0.0086481
MsgID.LOCAL_VELOCITY,1523519221.3398261,0.0000037,0.0000632,0.0000281
MsgID.GLOBAL_POSITION,1523519221.3414364,-122.3982927,37.7963876,0.0150000
MsgID.LOCAL_VELOCITY,1523519221.3414364,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3425405,434.1446533,-74.6174545,-0.0170624
MsgID.LOCAL_VELOCITY,1523519221.3425405,0.0000017,0.0000504,0.0000175
MsgID.STATE,1523519221.3437054,True,True
MsgID.GLOBAL_POSITION,1523519221.3442755,-122.3982927,37.7963887,0.0220000
MsgID.LOCAL_VELOCITY,1523519221.3442755,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1523519221.3453615,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1523519221.3461020,434.2639160,-74.6178970,-0.0234560
MsgID.LOCAL_VELOCITY,1523519221.3461020,0.0000110,0.0000622,0.0000439
MsgID.GLOBAL_POSITION,1523519221.3468859,-122.3982916,37.7963891,0.0230000
MsgID.LOCAL_VELOCITY,1523519221.3468859,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3477745,434.2900391,-74.4966583,-0.0237045
MsgID.LOCAL_VELOCITY,1523519221.3477745,0.0000004,0.0000555,0.0000187
MsgID.GLOBAL_POSITION,1523519221.3489859,-122.3982913,37.7963879,0.0210000
MsgID.LOCAL_VELOCITY,1523519221.3489859,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3499949,434.1531982,-74.5142059,-0.0210659
MsgID.LOCAL_VELOCITY,1523519221.3499949,0.0000065,0.0000574,0.0000118
MsgID.GLOBAL_POSITION,1523519221.3509676,-122.3982928,37.7963887,0.0180000
MsgID.LOCAL_VELOCITY,1523519221.3509676,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3517871,434.2690430,-74.6154709,-0.0176119
MsgID.LOCAL_VELOCITY,1523519221.3517871,-0.0000162,0.0000705,0.0000172
MsgID.STATE,1523519221.3533437,True,True
MsgID.GLOBAL_POSITION,1523519221.3543408,-122.3982914,37.7963898,0.0160000
MsgID.LOCAL_VELOCITY,1523519221.3543408,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1523519221.3557632,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1523519221.3566825,434.3971558,-74.4892120,-0.0158421
MsgID.LOCAL_VELOCITY,1523519221.3566825,0.0000060,0.0000563,0.0000190
MsgID.GLOBAL_POSITION,1523519221.3578379,-122.3982935,37.7963901,0.0160000
MsgID.LOCAL_VELOCITY,1523519221.3578379,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3588793,434.3769836,-74.7209549,-0.0164279
MsgID.LOCAL_VELOCITY,1523519221.3588793,-0.0000070,0.0000456,0.0000150
MsgID.GLOBAL_POSITION,1523519221.3599644,-122.3982934,37.7963880,0.0190000
MsgID.LOCAL_VELOCITY,1523519221.3599644,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3609765,434.1766968,-74.6623077,-0.0199777
MsgID.LOCAL_VELOCITY,1523519221.3609765,0.0000097,0.0000626,0.0000147
MsgID.GLOBAL_POSITION,1523519221.3620341,-122.3982927,37.7963898,0.0240000
MsgID.LOCAL_VELOCITY,1523519221.3620341,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3633153,434.4046021,-74.6181259,-0.0248454
MsgID.LOCAL_VELOCITY,1523519221.3633153,0.0000097,0.0000614,0.0000176
MsgID.STATE,1523519221.3648138,True,True
MsgID.GLOBAL_HOME,1523519221.3657956,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1523519221.3666043,-122.3982932,37.7963901,0.0300000
MsgID.LOCAL_VELOCITY,1523519221.3666043,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3675537,434.3858643,-74.6744537,-0.0313816
MsgID.LOCAL_VELOCITY,1523519221.3675537,0.0000072,0.0000673,0.0000129
MsgID.GLOBAL_POSITION,1523519221.3688953,-122.3982932,37.7963892,0.0380000
MsgID.LOCAL_VELOCITY,1523519221.3688953,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3699338,434.3097229,-74.6592560,-0.0382856
MsgID.LOCAL_VELOCITY,1523519221.3699338,0.0000032,0.0000549,0.0000221
MsgID.GLOBAL_POSITION,1523519221.3710411,-122.3982927,37.7963893,0.0470000
MsgID.LOCAL_VELOCITY,1523519221.3710411,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3720648,434.3167419,-74.6266937,-0.0482961
MsgID.LOCAL_VELOCITY,1523519221.3720648,-0.0000010,0.0000519,0.0000181
MsgID.GLOBAL_POSITION,1523519221.3733566,-122.3982927,37.7963889,0.0560000
MsgID.LOCAL_VELOCITY,1523519221.3733566,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3744352,434.2774658,-74.5939255,-0.0580316
MsgID.LOCAL_VELOCITY,1523519221.3744352,0.0000070,0.0000572,0.0000161
MsgID.STATE,1523519221.3758609,True,True
MsgID.GLOBAL_HOME,1523519221.3768501,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1523519221.3776989,-122.3982910,37.7963889,0.0670000
MsgID.LOCAL_VELOCITY,1523519221.3776989,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3787019,434.2691956,-74.4752426,-0.0685883
MsgID.LOCAL_VELOCITY,1523519221.3787019,0.0000041,0.0000576,0.0000220
MsgID.GLOBAL_POSITION,1523519221.3794866,-122.3982939,37.7963877,0.0760000
MsgID.LOCAL_VELOCITY,1523519221.3794866,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3800943,434.1436157,-74.7376404,-0.0768898
MsgID.LOCAL_VELOCITY,1523519221.3800943,0.0000325,0.0000821,0.0000111
MsgID.GLOBAL_POSITION,1523519221.3810630,-122.3982925,37.7963877,0.0800000
MsgID.LOCAL_VELOCITY,1523519221.3810630,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3820865,434.1492004,-74.5730209,-0.0810812
MsgID.LOCAL_VELOCITY,1523519221.3820865,-0.0000059,0.0000461,0.0000160
MsgID.GLOBAL_POSITION,1523519221.3831508,-122.3982916,37.7963887,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.3831508,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3839800,434.2774353,-74.5476913,-0.0823713
MsgID.LOCAL_VELOCITY,1523519221.3839800,0.0000084,0.0000597,0.0000166
MsgID.STATE,1523519221.3857179,True,True
MsgID.GLOBAL_HOME,1523519221.3869603,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1523519221.3877594,-122.3982944,37.7963904,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.3877594,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3889072,434.4512634,-74.7648392,-0.0825418
MsgID.LOCAL_VELOCITY,1523519221.3889072,0.0000003,0.0000539,0.0000123
MsgID.GLOBAL_POSITION,1523519221.3900452,-122.3982924,37.7963906,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.3900452,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3912497,434.4620972,-74.5760040,-0.0826450
MsgID.LOCAL_VELOCITY,1523519221.3912497,0.0000040,0.0000566,0.0000179
MsgID.GLOBAL_POSITION,1523519221.3924854,-122.3982922,37.7963897,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.3924854,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3936219,434.3424072,-74.5914536,-0.0827615
MsgID.LOCAL_VELOCITY,1523519221.3936219,0.0000029,0.0000525,0.0000173
MsgID.GLOBAL_POSITION,1523519221.3944340,-122.3982932,37.7963889,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.3944340,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3954022,434.2906189,-74.6585236,-0.0828254
MsgID.LOCAL_VELOCITY,1523519221.3954022,0.0000054,0.0000556,0.0000223
MsgID.STATE,1523519221.3966138,True,True
MsgID.GLOBAL_HOME,1523519221.3977587,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1523519221.3986056,-122.3982927,37.7963892,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.3986056,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.3992374,434.2992554,-74.6185455,-0.0828073
MsgID.LOCAL_VELOCITY,1523519221.3992374,0.0000025,0.0000558,0.0000193
MsgID.GLOBAL_POSITION,1523519221.4001853,-122.3982927,37.7963887,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.4001853,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.4011443,434.2480469,-74.6178513,-0.0827210
MsgID.LOCAL_VELOCITY,1523519221.4011443,0.0000101,0.0000601,0.0000162
MsgID.GLOBAL_POSITION,1523519221.4020569,-122.3982937,37.7963896,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.4020569,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.4030354,434.3792419,-74.7273331,-0.0826055
MsgID.LOCAL_VELOCITY,1523519221.4030354,0.0000006,0.0000487,0.0000122
MsgID.GLOBAL_POSITION,1523519221.4037192,-122.3982934,37.7963906,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.4037192,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.4046056,434.4629211,-74.6399231,-0.0825276
MsgID.LOCAL_VELOCITY,1523519221.4046056,0.0000067,0.0000594,0.0000115
MsgID.STATE,1523519221.4058990,True,True
MsgID.GLOBAL_HOME,1523519221.4072268,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1523519221.4078987,-122.3982912,37.7963905,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.4078987,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.4085305,434.4429932,-74.4847946,-0.0825020
MsgID.LOCAL_VELOCITY,1523519221.4085305,-0.0000025,0.0000492,0.0000181
MsgID.GLOBAL_POSITION,1523519221.4092777,-122.3982924,37.7963891,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.4092777,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.4100120,434.2539368,-74.6044846,-0.0824991
MsgID.LOCAL_VELOCITY,1523519221.4100120,-0.0000004,0.0000475,0.0000140
MsgID.GLOBAL_POSITION,1523519221.4107468,-122.3982928,37.7963882,0.0820000
MsgID.LOCAL_VELOCITY,1523519221.4107468,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1523519221.4116833,434.2115173,-74.6259766,-0.0824991
MsgID.LOCAL_VELOCITY,1523519221.4116833,0.0000035,0.0000585,0.0000210
